CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,CustomerType,Cluster,Segment,DBSCAN_Cluster,Churn
12386.0,338,10,401.9,2,1,2,212,Regular,1,Loyal Customers,0,1
12387.0,415,9,143.94,1,1,1,111,Regular,1,Loyal Customers,0,1
12388.0,16,146,3901.11,5,4,5,545,Loyal Customer,2,At Risk Customers,0,0
12389.0,403,49,1433.33,2,3,4,234,Regular,1,Loyal Customers,0,1
12390.0,80,32,549.84,3,2,2,322,Regular,2,At Risk Customers,0,0
12391.0,22,267,2724.84,4,5,4,454,Loyal Customer,2,At Risk Customers,0,0
12392.0,591,7,234.75000000000003,1,1,1,111,Regular,1,Loyal Customers,0,1
12393.0,72,107,2399.45,3,4,4,344,Regular,2,At Risk Customers,0,0
12394.0,64,27,1272.48,3,2,4,324,Regular,2,At Risk Customers,0,0
12395.0,19,242,4721.17,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12396.0,674,65,931.43,1,3,3,133,Regular,1,Loyal Customers,0,1
12397.0,36,126,2409.9,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
12398.0,46,85,1635.66,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
12399.0,119,110,1962.3,3,4,4,344,Regular,2,At Risk Customers,0,1
12400.0,414,11,205.25,1,1,1,111,Regular,1,Loyal Customers,0,1
12401.0,303,5,84.3,2,1,1,211,Regular,1,Loyal Customers,0,1
12402.0,323,70,1256.9,2,3,4,234,Regular,1,Loyal Customers,0,1
12403.0,50,9,1019.36,4,1,3,413,Loyal Customer,2,At Risk Customers,0,0
12404.0,682,1,63.24,1,1,1,111,Regular,1,Loyal Customers,0,1
12405.0,149,54,1710.39,3,3,4,334,Regular,2,At Risk Customers,0,1
12406.0,22,166,6390.36,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
12407.0,50,77,1708.12,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
12408.0,33,159,4340.77,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
12409.0,79,264,23419.29,3,5,5,355,Regular,2,At Risk Customers,0,0
12410.0,309,40,1013.71,2,3,3,233,Regular,1,Loyal Customers,0,1
12411.0,410,22,346.9,2,2,2,222,Regular,1,Loyal Customers,0,1
12412.0,75,127,2596.93,3,4,4,344,Regular,2,At Risk Customers,0,0
12413.0,67,51,999.45,3,3,3,333,Regular,2,At Risk Customers,0,0
12414.0,217,28,952.41,2,2,3,223,Regular,2,At Risk Customers,0,1
12415.0,24,926,144458.37,4,5,5,455,Loyal Customer,0,VIP Customers,-1,0
12416.0,657,11,202.56,1,1,1,111,Regular,1,Loyal Customers,0,1
12417.0,3,369,6797.41,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12418.0,113,102,2021.2,3,4,4,344,Regular,2,At Risk Customers,0,1
12419.0,386,25,503.01,2,2,2,222,Regular,1,Loyal Customers,0,1
12420.0,64,29,600.39,3,2,2,322,Regular,2,At Risk Customers,0,0
12421.0,16,65,1098.6,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
12422.0,96,172,5231.8,3,4,5,345,Regular,2,At Risk Customers,0,1
12423.0,1,165,2622.39,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
12424.0,163,92,3340.03,3,4,5,345,Regular,2,At Risk Customers,0,1
12425.0,78,91,1741.41,3,4,4,344,Regular,2,At Risk Customers,0,0
12426.0,195,77,1345.21,2,4,4,244,Regular,2,At Risk Customers,0,1
12427.0,22,31,825.8000000000001,4,2,3,423,Loyal Customer,2,At Risk Customers,0,0
12428.0,26,294,7956.46,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12429.0,9,153,6204.41,5,4,5,545,Loyal Customer,2,At Risk Customers,0,0
12430.0,43,11,256.4,4,1,1,411,Loyal Customer,2,At Risk Customers,0,0
12431.0,36,390,10432.22,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12432.0,43,108,5059.32,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
12433.0,1,559,16794.14,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12434.0,85,70,1103.43,3,3,3,333,Regular,2,At Risk Customers,0,0
12435.0,80,112,13925.93,3,4,5,345,Regular,2,At Risk Customers,0,0
12436.0,100,16,509.01,3,1,2,312,Regular,2,At Risk Customers,0,1
12437.0,2,563,12683.4,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12438.0,14,98,2906.85,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
12439.0,683,71,1142.88,1,3,3,133,Regular,1,Loyal Customers,0,1
12440.0,462,32,859.2,1,2,3,123,Regular,1,Loyal Customers,0,1
12441.0,367,11,173.55,2,1,1,211,Regular,1,Loyal Customers,0,1
12442.0,3,12,172.06,5,1,1,511,Loyal Customer,2,At Risk Customers,0,0
12443.0,732,21,485.31,1,2,2,122,Regular,1,Loyal Customers,0,1
12444.0,21,176,5005.46,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12445.0,22,24,434.98,4,2,2,422,Loyal Customer,2,At Risk Customers,0,0
12446.0,58,57,1002.31,4,3,3,433,Loyal Customer,2,At Risk Customers,0,0
12447.0,243,26,476.49,2,2,2,222,Regular,2,At Risk Customers,0,1
12448.0,44,22,449.45,4,2,2,422,Loyal Customer,2,At Risk Customers,0,0
12449.0,22,201,4835.89,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12450.0,156,37,688.2,3,2,3,323,Regular,2,At Risk Customers,0,1
12451.0,11,511,12669.88,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12452.0,17,22,430.5700000000001,5,2,2,522,Loyal Customer,2,At Risk Customers,0,0
12453.0,134,43,707.09,3,3,3,333,Regular,2,At Risk Customers,0,1
12454.0,56,40,16679.78,4,3,5,435,Loyal Customer,2,At Risk Customers,0,0
12455.0,73,227,5879.95,3,5,5,355,Regular,2,At Risk Customers,0,0
12456.0,44,125,3181.04,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
12457.0,66,84,2995.91,3,4,5,345,Regular,2,At Risk Customers,0,0
12458.0,71,84,1777.49,3,4,4,344,Regular,2,At Risk Customers,0,0
12459.0,605,23,454.36,1,2,2,122,Regular,1,Loyal Customers,0,1
12460.0,456,18,326.65,1,2,2,122,Regular,1,Loyal Customers,0,1
12461.0,94,35,826.88,3,2,3,323,Regular,2,At Risk Customers,0,1
12462.0,19,62,1189.59,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
12463.0,53,83,1344.78,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
12464.0,10,29,1212.05,5,2,3,523,Loyal Customer,2,At Risk Customers,0,0
12465.0,17,47,742.19,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
12466.0,682,1,56.73,1,1,1,111,Regular,1,Loyal Customers,0,1
12467.0,423,9,132.8,1,1,1,111,Regular,1,Loyal Customers,0,1
12468.0,188,150,3670.74,3,4,5,345,Regular,2,At Risk Customers,0,1
12469.0,523,76,3070.54,1,4,5,145,Regular,1,Loyal Customers,0,1
12470.0,690,23,211.95,1,2,1,121,Regular,1,Loyal Customers,0,1
12471.0,2,1135,39918.19,5,5,5,555,Loyal Customer,0,VIP Customers,0,0
12472.0,32,841,16249.29,4,5,5,455,Loyal Customer,0,VIP Customers,0,0
12473.0,29,167,3928.05,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
12474.0,17,708,12372.75,5,5,5,555,Loyal Customer,0,VIP Customers,0,0
12475.0,54,61,1149.64,4,3,3,433,Loyal Customer,2,At Risk Customers,0,0
12476.0,16,514,14083.91,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12477.0,23,564,20276.37,4,5,5,455,Loyal Customer,0,VIP Customers,0,0
12478.0,4,36,680.99,5,2,3,523,Loyal Customer,2,At Risk Customers,0,0
12479.0,11,31,527.2,5,2,2,522,Loyal Customer,2,At Risk Customers,0,0
12480.0,28,242,5464.85,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12481.0,23,380,12185.51,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12482.0,576,204,23691.4,1,5,5,155,Regular,1,Loyal Customers,-1,1
12483.0,17,138,5097.18,5,4,5,545,Loyal Customer,2,At Risk Customers,0,0
12484.0,33,471,6354.1,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12485.0,529,34,708.1,1,2,3,123,Regular,1,Loyal Customers,0,1
12486.0,432,49,1037.28,1,3,3,133,Regular,1,Loyal Customers,0,1
12487.0,731,2,285.3,1,1,1,111,Regular,1,Loyal Customers,0,1
12488.0,10,55,1298.66,5,3,4,534,Loyal Customer,2,At Risk Customers,0,0
12489.0,336,15,334.93,2,1,2,212,Regular,1,Loyal Customers,0,1
12490.0,5,462,9823.64,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12491.0,39,26,460.4,4,2,2,422,Loyal Customer,2,At Risk Customers,0,0
12492.0,63,42,715.21,3,3,3,333,Regular,2,At Risk Customers,0,0
12493.0,166,22,433.74,3,2,2,322,Regular,2,At Risk Customers,0,1
12494.0,16,108,1815.27,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
12495.0,641,17,357.4,1,2,2,122,Regular,1,Loyal Customers,0,1
12496.0,620,10,45.34,1,1,1,111,Regular,1,Loyal Customers,0,1
12497.0,82,57,6248.5,3,3,5,335,Regular,2,At Risk Customers,0,0
12498.0,21,23,403.7000000000001,4,2,2,422,Loyal Customer,2,At Risk Customers,0,0
12499.0,560,27,393.72,1,2,2,122,Regular,1,Loyal Customers,0,1
12500.0,23,146,5955.21,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
12501.0,337,149,2169.39,2,4,4,244,Regular,1,Loyal Customers,0,1
12502.0,96,147,3723.87,3,4,5,345,Regular,2,At Risk Customers,0,1
12503.0,584,2,1126.0,1,1,3,113,Regular,1,Loyal Customers,0,1
12504.0,18,20,779.05,5,2,3,523,Loyal Customer,2,At Risk Customers,0,0
12505.0,409,42,955.2,2,3,3,233,Regular,1,Loyal Customers,0,1
12506.0,233,23,73.5,2,2,1,221,Regular,2,At Risk Customers,0,1
12507.0,134,49,1844.06,3,3,4,334,Regular,2,At Risk Customers,0,1
12508.0,26,68,397.88,4,3,2,432,Loyal Customer,2,At Risk Customers,0,0
12509.0,284,7,176.5,2,1,1,211,Regular,1,Loyal Customers,0,1
12510.0,143,145,5178.02,3,4,5,345,Regular,2,At Risk Customers,0,1
12511.0,429,190,3084.02,1,5,5,155,Regular,1,Loyal Customers,0,1
12512.0,66,31,132.18,3,2,1,321,Regular,2,At Risk Customers,0,0
12513.0,113,35,612.29,3,2,3,323,Regular,2,At Risk Customers,0,1
12514.0,267,84,1597.76,2,4,4,244,Regular,2,At Risk Customers,0,1
12515.0,353,16,383.7,2,1,2,212,Regular,1,Loyal Customers,0,1
12516.0,78,74,2648.62,3,3,4,334,Regular,2,At Risk Customers,0,0
12517.0,28,279,2481.6,4,5,4,454,Loyal Customer,2,At Risk Customers,0,0
12518.0,1,124,2056.89,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
12519.0,64,39,716.54,3,3,3,333,Regular,2,At Risk Customers,0,0
12520.0,79,152,2634.26,3,4,4,344,Regular,2,At Risk Customers,0,0
12521.0,143,38,599.68,3,3,2,332,Regular,2,At Risk Customers,0,1
12522.0,39,12,192.72,4,1,1,411,Loyal Customer,2,At Risk Customers,0,0
12523.0,19,249,4352.35,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12524.0,9,240,11126.11,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12525.0,498,60,973.73,1,3,3,133,Regular,1,Loyal Customers,0,1
12526.0,1,71,1316.66,5,3,4,534,Loyal Customer,2,At Risk Customers,0,0
12527.0,82,32,735.51,3,2,3,323,Regular,2,At Risk Customers,0,0
12528.0,9,92,1933.48,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
12529.0,528,21,316.48,1,2,2,122,Regular,1,Loyal Customers,0,1
12530.0,60,158,3759.26,3,4,5,345,Regular,2,At Risk Customers,0,0
12531.0,15,127,1933.2,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
12532.0,30,16,349.83000000000004,4,1,2,412,Loyal Customer,2,At Risk Customers,0,0
12533.0,628,72,1367.89,1,3,4,134,Regular,1,Loyal Customers,0,1
12534.0,131,63,1089.18,3,3,3,333,Regular,2,At Risk Customers,0,1
12535.0,92,34,716.35,3,2,3,323,Regular,2,At Risk Customers,0,1
12536.0,43,261,12601.830000000002,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12537.0,409,43,732.94,2,3,3,233,Regular,1,Loyal Customers,0,1
12538.0,29,34,640.45,4,2,3,423,Loyal Customer,2,At Risk Customers,0,0
12539.0,22,504,11214.75,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12540.0,20,771,22254.49,4,5,5,455,Loyal Customer,0,VIP Customers,0,0
12541.0,30,52,981.18,4,3,3,433,Loyal Customer,2,At Risk Customers,0,0
12542.0,484,39,481.88,1,3,2,132,Regular,1,Loyal Customers,0,1
12543.0,448,43,980.25,1,3,3,133,Regular,1,Loyal Customers,0,1
12544.0,36,19,372.7,4,2,2,422,Loyal Customer,2,At Risk Customers,0,0
12545.0,75,50,1000.39,3,3,3,333,Regular,2,At Risk Customers,0,0
12546.0,47,69,1161.5,4,3,3,433,Loyal Customer,2,At Risk Customers,0,0
12547.0,198,21,383.58,2,2,2,222,Regular,2,At Risk Customers,0,1
12548.0,166,5,95.2,3,1,1,311,Regular,2,At Risk Customers,0,1
12549.0,576,49,1575.68,1,3,4,134,Regular,1,Loyal Customers,0,1
12550.0,79,57,964.83,3,3,3,333,Regular,2,At Risk Customers,0,0
12551.0,358,10,168.0,2,1,1,211,Regular,1,Loyal Customers,0,1
12552.0,39,20,437.82,4,2,2,422,Loyal Customer,2,At Risk Customers,0,0
12553.0,8,238,4608.75,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12554.0,449,26,468.5,1,2,2,122,Regular,1,Loyal Customers,0,1
12555.0,682,1,129.23,1,1,1,111,Regular,1,Loyal Customers,0,1
12556.0,50,119,599.56,4,4,2,442,Loyal Customer,2,At Risk Customers,0,0
12557.0,16,53,18096.14,5,3,5,535,Loyal Customer,2,At Risk Customers,0,0
12558.0,8,11,269.96,5,1,1,511,Loyal Customer,2,At Risk Customers,0,0
12559.0,311,21,561.71,2,2,2,222,Regular,1,Loyal Customers,0,1
12560.0,5,105,2134.01,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
12561.0,303,16,238.85,2,1,1,211,Regular,1,Loyal Customers,0,1
12562.0,8,207,4966.92,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12563.0,409,13,249.24,2,1,1,211,Regular,1,Loyal Customers,0,1
12564.0,261,21,456.9,2,2,2,222,Regular,2,At Risk Customers,0,1
12565.0,289,9,145.92000000000002,2,1,1,211,Regular,1,Loyal Customers,0,1
12566.0,86,19,351.65,3,2,2,322,Regular,2,At Risk Customers,0,0
12567.0,23,556,11767.48,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12568.0,645,5,70.0,1,1,1,111,Regular,1,Loyal Customers,0,1
12569.0,2,188,4124.6900000000005,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12570.0,682,1,77.52,1,1,1,111,Regular,1,Loyal Customers,0,1
12571.0,40,34,519.61,4,2,2,422,Loyal Customer,2,At Risk Customers,0,0
12572.0,9,60,1020.42,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
12573.0,227,119,717.41,2,4,3,243,Regular,2,At Risk Customers,0,1
12574.0,316,11,218.45,2,1,1,211,Regular,1,Loyal Customers,0,1
12575.0,457,38,622.82,1,3,3,133,Regular,1,Loyal Customers,0,1
12576.0,36,142,2142.7200000000003,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
12577.0,35,298,1617.1,4,5,4,454,Loyal Customer,2,At Risk Customers,0,0
12578.0,21,172,4642.45,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
12579.0,78,29,440.42,3,2,2,322,Regular,2,At Risk Customers,0,0
12580.0,247,58,1052.9,2,3,3,233,Regular,2,At Risk Customers,0,1
12581.0,40,15,197.71,4,1,1,411,Loyal Customer,2,At Risk Customers,0,0
12582.0,239,103,1980.4,2,4,4,244,Regular,2,At Risk Customers,0,1
12583.0,3,446,13591.58,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12584.0,4,96,2338.15,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
12585.0,234,87,2040.1,2,4,4,244,Regular,2,At Risk Customers,0,1
12586.0,17,94,2062.67,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
12587.0,8,4,144.0,5,1,1,511,Loyal Customer,2,At Risk Customers,0,0
12588.0,39,46,958.78,4,3,3,433,Loyal Customer,2,At Risk Customers,0,0
12589.0,29,180,4695.66,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12590.0,211,68,9864.26,2,3,5,235,Regular,2,At Risk Customers,0,1
12591.0,317,68,1338.95,2,3,4,234,Regular,1,Loyal Customers,0,1
12592.0,92,81,2582.66,3,4,4,344,Regular,2,At Risk Customers,0,1
12593.0,109,21,418.1,3,2,2,322,Regular,2,At Risk Customers,0,1
12594.0,38,199,5090.110000000001,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12595.0,505,19,299.02,1,2,2,122,Regular,1,Loyal Customers,0,1
12596.0,51,27,618.27,4,2,3,423,Loyal Customer,2,At Risk Customers,0,0
12597.0,19,206,3811.22,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12598.0,10,206,4534.09,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12599.0,29,133,2296.72,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
12600.0,29,130,4967.42,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
12601.0,190,34,681.26,2,2,3,223,Regular,2,At Risk Customers,0,1
12602.0,59,12,153.12,4,1,1,411,Loyal Customer,2,At Risk Customers,0,0
12603.0,22,2,739.1999999999999,4,1,3,413,Loyal Customer,2,At Risk Customers,0,0
12604.0,79,16,254.18,3,1,1,311,Regular,2,At Risk Customers,0,0
12605.0,376,76,1232.95,2,4,4,244,Regular,1,Loyal Customers,0,1
12606.0,682,1,21.0,1,1,1,111,Regular,1,Loyal Customers,0,1
12607.0,60,101,1579.51,3,4,4,344,Regular,2,At Risk Customers,0,0
12608.0,405,16,415.79,2,1,2,212,Regular,1,Loyal Customers,0,1
12609.0,78,175,3435.86,3,5,5,355,Regular,2,At Risk Customers,0,0
12610.0,23,106,2099.54,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
12611.0,52,65,1193.32,4,3,3,433,Loyal Customer,2,At Risk Customers,0,0
12612.0,74,19,704.04,3,2,3,323,Regular,2,At Risk Customers,0,0
12613.0,57,326,6817.37,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12614.0,278,20,315.6,2,2,2,222,Regular,1,Loyal Customers,0,1
12615.0,2,270,5740.9800000000005,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12616.0,95,54,1131.1,3,3,3,333,Regular,2,At Risk Customers,0,1
12617.0,29,41,352.98,4,3,2,432,Loyal Customer,2,At Risk Customers,0,0
12618.0,22,11,177.31,4,1,1,411,Loyal Customer,2,At Risk Customers,0,0
12619.0,16,100,3781.38,5,4,5,545,Loyal Customer,2,At Risk Customers,0,0
12620.0,15,92,1339.41,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
12621.0,2,756,24311.2,5,5,5,555,Loyal Customer,0,VIP Customers,0,0
12622.0,232,11,180.1,2,1,1,211,Regular,2,At Risk Customers,0,1
12623.0,276,173,3747.84,2,4,5,245,Regular,2,At Risk Customers,0,1
12624.0,106,38,641.13,3,3,3,333,Regular,2,At Risk Customers,0,1
12625.0,212,183,5164.88,2,5,5,255,Regular,2,At Risk Customers,0,1
12626.0,23,294,6620.4800000000005,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12627.0,11,230,4478.53,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12628.0,4,41,786.46,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
12629.0,386,45,1558.22,2,3,4,234,Regular,1,Loyal Customers,0,1
12630.0,10,64,1270.88,5,3,4,534,Loyal Customer,2,At Risk Customers,0,0
12631.0,57,183,3481.57,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12632.0,521,35,804.88,1,2,3,123,Regular,1,Loyal Customers,0,1
12633.0,59,306,5678.16,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12634.0,536,20,490.0,1,2,2,122,Regular,1,Loyal Customers,0,1
12635.0,90,179,2930.41,3,5,5,355,Regular,2,At Risk Customers,0,0
12636.0,739,1,141.0,1,1,1,111,Regular,1,Loyal Customers,0,1
12637.0,67,614,8283.81,3,5,5,355,Regular,2,At Risk Customers,0,0
12638.0,33,48,921.49,4,3,3,433,Loyal Customer,2,At Risk Customers,0,0
12639.0,239,64,1312.37,2,3,4,234,Regular,2,At Risk Customers,0,1
12640.0,24,53,1174.58,4,3,3,433,Loyal Customer,2,At Risk Customers,0,0
12641.0,115,10,185.9,3,1,1,311,Regular,2,At Risk Customers,0,1
12642.0,25,47,1013.26,4,3,3,433,Loyal Customer,2,At Risk Customers,0,0
12643.0,128,51,8304.82,3,3,5,335,Regular,2,At Risk Customers,0,1
12644.0,130,111,1918.49,3,4,4,344,Regular,2,At Risk Customers,0,1
12645.0,34,160,3539.3,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
12646.0,5,45,1346.97,5,3,4,534,Loyal Customer,2,At Risk Customers,0,0
12647.0,22,515,16955.55,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
12648.0,155,65,1112.0,3,3,3,333,Regular,2,At Risk Customers,0,1
12649.0,107,118,2294.65,3,4,4,344,Regular,2,At Risk Customers,0,1
12650.0,3,20,314.44,5,2,2,522,Loyal Customer,2,At Risk Customers,0,0
12651.0,335,30,377.75,2,2,2,222,Regular,1,Loyal Customers,0,1
12652.0,331,51,1017.03,2,3,3,233,Regular,1,Loyal Customers,0,1
12653.0,149,86,4160.83,3,4,5,345,Regular,2,At Risk Customers,0,1
12654.0,11,38,601.98,5,3,2,532,Loyal Customer,2,At Risk Customers,0,0
12655.0,424,16,261.35,1,1,1,111,Regular,1,Loyal Customers,0,1
12656.0,17,247,6407.83,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12657.0,11,47,1643.18,5,3,4,534,Loyal Customer,2,At Risk Customers,0,0
12658.0,19,36,686.05,5,2,3,523,Loyal Customer,2,At Risk Customers,0,0
12659.0,30,5,91.68,4,1,1,411,Loyal Customer,2,At Risk Customers,0,0
12660.0,11,13,245.1,5,1,1,511,Loyal Customer,2,At Risk Customers,0,0
12661.0,436,11,162.0,1,1,1,111,Regular,1,Loyal Customers,0,1
12662.0,1,391,6726.54,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12663.0,625,10,239.4,1,1,1,111,Regular,1,Loyal Customers,0,1
12664.0,8,45,6070.04,5,3,5,535,Loyal Customer,2,At Risk Customers,0,0
12665.0,325,17,313.6,2,2,2,222,Regular,1,Loyal Customers,0,1
12666.0,394,31,1248.42,2,2,4,224,Regular,1,Loyal Customers,0,1
12667.0,58,33,620.13,4,2,3,423,Loyal Customer,2,At Risk Customers,0,0
12668.0,12,536,11383.03,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
12669.0,151,101,2744.03,3,4,4,344,Regular,2,At Risk Customers,0,1
12670.0,10,115,3760.29,5,4,5,545,Loyal Customer,2,At Risk Customers,0,0
12671.0,606,45,2622.481,1,3,4,134,Regular,1,Loyal Customers,0,1
12672.0,330,22,437.05,2,2,2,222,Regular,1,Loyal Customers,0,1
12673.0,5,74,1230.02,5,3,4,534,Loyal Customer,2,At Risk Customers,0,0
12674.0,39,83,1970.6,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
12675.0,554,112,957.25,1,4,3,143,Regular,1,Loyal Customers,0,1
12676.0,25,107,2843.09,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
12677.0,555,21,395.1,1,2,2,122,Regular,1,Loyal Customers,0,1
12678.0,42,376,34281.18,4,5,5,455,Loyal Customer,0,VIP Customers,0,0
